key,value,timestamp,sentence
E - Very Happy,0.2226,"00:01:23,042 --> 00:01:24,709","STONE [OVER RADIO]: I'm fine, Houston."
A - Very Sad,0.1251,"00:01:24,961 --> 00:01:28,797","CONTROL: Well, Medical doesn't agree, doc."
B - Sad,0.5161,"00:01:24,961 --> 00:01:28,797","CONTROL: Well, Medical doesn't agree, doc."
C - Neutral,0.2968,"00:01:24,961 --> 00:01:28,797","CONTROL: Well, Medical doesn't agree, doc."
D - Happy,0.0440,"00:01:24,961 --> 00:01:28,797","CONTROL: Well, Medical doesn't agree, doc."
E - Very Happy,0.0180,"00:01:24,961 --> 00:01:28,797","CONTROL: Well, Medical doesn't agree, doc."
A - Very Sad,0.0290,"00:01:24,961 --> 00:01:28,797","Are you feeling nauseous?"
B - Sad,0.3664,"00:01:24,961 --> 00:01:28,797","Are you feeling nauseous?"
C - Neutral,0.5005,"00:01:24,961 --> 00:01:28,797","Are you feeling nauseous?"
D - Happy,0.0936,"00:01:24,961 --> 00:01:28,797","Are you feeling nauseous?"
E - Very Happy,0.0105,"00:01:24,961 --> 00:01:28,797","Are you feeling nauseous?"
A - Very Sad,0.0882,"00:01:29,048 --> 00:01:32,676","STONE: Not any more than usual, Houston."
B - Sad,0.4898,"00:01:29,048 --> 00:01:32,676","STONE: Not any more than usual, Houston."
C - Neutral,0.3551,"00:01:29,048 --> 00:01:32,676","STONE: Not any more than usual, Houston."
D - Happy,0.0501,"00:01:29,048 --> 00:01:32,676","STONE: Not any more than usual, Houston."
E - Very Happy,0.0168,"00:01:29,048 --> 00:01:32,676","STONE: Not any more than usual, Houston."
A - Very Sad,0.0295,"00:01:29,048 --> 00:01:32,676","Diagnostics are green."
B - Sad,0.1964,"00:01:29,048 --> 00:01:32,676","Diagnostics are green."
C - Neutral,0.5688,"00:01:29,048 --> 00:01:32,676","Diagnostics are green."
D - Happy,0.1775,"00:01:29,048 --> 00:01:32,676","Diagnostics are green."
E - Very Happy,0.0278,"00:01:29,048 --> 00:01:32,676","Diagnostics are green."
A - Very Sad,0.0907,"00:01:32,927 --> 00:01:36,263","Link to communications card ready for data reception."
B - Sad,0.4947,"00:01:32,927 --> 00:01:36,263","Link to communications card ready for data reception."
C - Neutral,0.3125,"00:01:32,927 --> 00:01:36,263","Link to communications card ready for data reception."
D - Happy,0.0783,"00:01:32,927 --> 00:01:36,263","Link to communications card ready for data reception."
E - Very Happy,0.0239,"00:01:32,927 --> 00:01:36,263","Link to communications card ready for data reception."
A - Very Sad,0.0946,"00:01:37,056 --> 00:01:41,059","If this works, when we touch down tomorrow, I'm buying all you guys a round of drinks."
B - Sad,0.6949,"00:01:37,056 --> 00:01:41,059","If this works, when we touch down tomorrow, I'm buying all you guys a round of drinks."
C - Neutral,0.1308,"00:01:37,056 --> 00:01:41,059","If this works, when we touch down tomorrow, I'm buying all you guys a round of drinks."
D - Happy,0.0650,"00:01:37,056 --> 00:01:41,059","If this works, when we touch down tomorrow, I'm buying all you guys a round of drinks."
E - Very Happy,0.0147,"00:01:37,056 --> 00:01:41,059","If this works, when we touch down tomorrow, I'm buying all you guys a round of drinks."
A - Very Sad,0.0696,"00:01:41,435 --> 00:01:42,602","CONTROL: That's a date, doctor."
B - Sad,0.3353,"00:01:41,435 --> 00:01:42,602","CONTROL: That's a date, doctor."
C - Neutral,0.3292,"00:01:41,435 --> 00:01:42,602","CONTROL: That's a date, doctor."
D - Happy,0.2144,"00:01:41,435 --> 00:01:42,602","CONTROL: That's a date, doctor."
E - Very Happy,0.0515,"00:01:41,435 --> 00:01:42,602","CONTROL: That's a date, doctor."
A - Very Sad,0.0644,"00:01:42,853 --> 00:01:46,481","Just remember, Houston's partial to margaritas."
B - Sad,0.2323,"00:01:42,853 --> 00:01:46,481","Just remember, Houston's partial to margaritas."
C - Neutral,0.2684,"00:01:42,853 --> 00:01:46,481","Just remember, Houston's partial to margaritas."
D - Happy,0.3481,"00:01:42,853 --> 00:01:46,481","Just remember, Houston's partial to margaritas."
E - Very Happy,0.0868,"00:01:42,853 --> 00:01:46,481","Just remember, Houston's partial to margaritas."
A - Very Sad,0.0483,"00:01:47,608 --> 00:01:49,901","STONE: Booting comms card now."
B - Sad,0.3392,"00:01:47,608 --> 00:01:49,901","STONE: Booting comms card now."
C - Neutral,0.4825,"00:01:47,608 --> 00:01:49,901","STONE: Booting comms card now."
D - Happy,0.1077,"00:01:47,608 --> 00:01:49,901","STONE: Booting comms card now."
E - Very Happy,0.0222,"00:01:47,608 --> 00:01:49,901","STONE: Booting comms card now."
A - Very Sad,0.0245,"00:01:50,152 --> 00:01:51,778","Please confirm link."
B - Sad,0.1865,"00:01:50,152 --> 00:01:51,778","Please confirm link."
C - Neutral,0.6973,"00:01:50,152 --> 00:01:51,778","Please confirm link."
D - Happy,0.0818,"00:01:50,152 --> 00:01:51,778","Please confirm link."
E - Very Happy,0.0098,"00:01:50,152 --> 00:01:51,778","Please confirm link."
A - Very Sad,0.2611,"00:01:52,488 --> 00:01:55,532","CONTROL: That's a negative, we're not seeing any data."
B - Sad,0.5718,"00:01:52,488 --> 00:01:55,532","CONTROL: That's a negative, we're not seeing any data."
C - Neutral,0.1408,"00:01:52,488 --> 00:01:55,532","CONTROL: That's a negative, we're not seeing any data."
D - Happy,0.0131,"00:01:52,488 --> 00:01:55,532","CONTROL: That's a negative, we're not seeing any data."
E - Very Happy,0.0132,"00:01:52,488 --> 00:01:55,532","CONTROL: That's a negative, we're not seeing any data."
A - Very Sad,0.2041,"00:01:55,992 --> 00:01:58,535","STONE: Stand by, Houston, I'm gonna reboot the comms card."
B - Sad,0.5700,"00:01:55,992 --> 00:01:58,535","STONE: Stand by, Houston, I'm gonna reboot the comms card."
C - Neutral,0.1934,"00:01:55,992 --> 00:01:58,535","STONE: Stand by, Houston, I'm gonna reboot the comms card."
D - Happy,0.0200,"00:01:55,992 --> 00:01:58,535","STONE: Stand by, Houston, I'm gonna reboot the comms card."
E - Very Happy,0.0125,"00:01:55,992 --> 00:01:58,535","STONE: Stand by, Houston, I'm gonna reboot the comms card."
A - Very Sad,0.0208,"00:01:58,786 --> 00:01:59,744","CONTROL: Standing by."
B - Sad,0.1131,"00:01:58,786 --> 00:01:59,744","CONTROL: Standing by."
C - Neutral,0.5168,"00:01:58,786 --> 00:01:59,744","CONTROL: Standing by."
D - Happy,0.3098,"00:01:58,786 --> 00:01:59,744","CONTROL: Standing by."
E - Very Happy,0.0395,"00:01:58,786 --> 00:01:59,744","CONTROL: Standing by."
A - Very Sad,0.2305,"00:01:59,996 --> 00:02:02,831","KOWALSKI [OVER RADIO]: Houston, I have a bad feeling about this mission."
B - Sad,0.5933,"00:01:59,996 --> 00:02:02,831","KOWALSKI [OVER RADIO]: Houston, I have a bad feeling about this mission."
C - Neutral,0.1432,"00:01:59,996 --> 00:02:02,831","KOWALSKI [OVER RADIO]: Houston, I have a bad feeling about this mission."
D - Happy,0.0202,"00:01:59,996 --> 00:02:02,831","KOWALSKI [OVER RADIO]: Houston, I have a bad feeling about this mission."
E - Very Happy,0.0127,"00:01:59,996 --> 00:02:02,831","KOWALSKI [OVER RADIO]: Houston, I have a bad feeling about this mission."
A - Very Sad,0.0378,"00:02:03,082 --> 00:02:04,582","CONTROL: Please expand."
B - Sad,0.2799,"00:02:03,082 --> 00:02:04,582","CONTROL: Please expand."
C - Neutral,0.5574,"00:02:03,082 --> 00:02:04,582","CONTROL: Please expand."
D - Happy,0.1049,"00:02:03,082 --> 00:02:04,582","CONTROL: Please expand."
E - Very Happy,0.0198,"00:02:03,082 --> 00:02:04,582","CONTROL: Please expand."
A - Very Sad,0.0717,"00:02:04,834 --> 00:02:06,626","KOWALSKI: Okay, let me tell you a story."
B - Sad,0.2683,"00:02:04,834 --> 00:02:06,626","KOWALSKI: Okay, let me tell you a story."
C - Neutral,0.2627,"00:02:04,834 --> 00:02:06,626","KOWALSKI: Okay, let me tell you a story."
D - Happy,0.3039,"00:02:04,834 --> 00:02:06,626","KOWALSKI: Okay, let me tell you a story."
E - Very Happy,0.0934,"00:02:04,834 --> 00:02:06,626","KOWALSKI: Okay, let me tell you a story."
A - Very Sad,0.0410,"00:02:06,877 --> 00:02:10,213","It was '96."
B - Sad,0.2778,"00:02:06,877 --> 00:02:10,213","It was '96."
C - Neutral,0.5299,"00:02:06,877 --> 00:02:10,213","It was '96."
D - Happy,0.1342,"00:02:06,877 --> 00:02:10,213","It was '96."
E - Very Happy,0.0172,"00:02:06,877 --> 00:02:10,213","It was '96."
A - Very Sad,0.0229,"00:02:06,877 --> 00:02:10,213","I'd been up here for 42 days."
B - Sad,0.1457,"00:02:06,877 --> 00:02:10,213","I'd been up here for 42 days."
C - Neutral,0.5943,"00:02:06,877 --> 00:02:10,213","I'd been up here for 42 days."
D - Happy,0.2137,"00:02:06,877 --> 00:02:10,213","I'd been up here for 42 days."
E - Very Happy,0.0233,"00:02:06,877 --> 00:02:10,213","I'd been up here for 42 days."
A - Very Sad,0.1305,"00:02:10,464 --> 00:02:13,049","Every time I passed over Texas, I looked down..."
B - Sad,0.6112,"00:02:10,464 --> 00:02:13,049","Every time I passed over Texas, I looked down..."
C - Neutral,0.1946,"00:02:10,464 --> 00:02:13,049","Every time I passed over Texas, I looked down..."
D - Happy,0.0467,"00:02:10,464 --> 00:02:13,049","Every time I passed over Texas, I looked down..."
E - Very Happy,0.0170,"00:02:10,464 --> 00:02:13,049","Every time I passed over Texas, I looked down..."
A - Very Sad,0.0903,"00:02:13,301 --> 00:02:17,304","...knowing that Mrs. Kowalski was looking up, thinking of me."
B - Sad,0.5094,"00:02:13,301 --> 00:02:17,304","...knowing that Mrs. Kowalski was looking up, thinking of me."
C - Neutral,0.3469,"00:02:13,301 --> 00:02:17,304","...knowing that Mrs. Kowalski was looking up, thinking of me."
D - Happy,0.0411,"00:02:13,301 --> 00:02:17,304","...knowing that Mrs. Kowalski was looking up, thinking of me."
E - Very Happy,0.0123,"00:02:13,301 --> 00:02:17,304","...knowing that Mrs. Kowalski was looking up, thinking of me."
A - Very Sad,0.0866,"00:02:17,638 --> 00:02:20,223","Six weeks I'm blowing kisses at that woman."
B - Sad,0.4338,"00:02:17,638 --> 00:02:20,223","Six weeks I'm blowing kisses at that woman."
C - Neutral,0.2774,"00:02:17,638 --> 00:02:20,223","Six weeks I'm blowing kisses at that woman."
D - Happy,0.1628,"00:02:17,638 --> 00:02:20,223","Six weeks I'm blowing kisses at that woman."
E - Very Happy,0.0394,"00:02:17,638 --> 00:02:20,223","Six weeks I'm blowing kisses at that woman."
A - Very Sad,0.1854,"00:02:20,474 --> 00:02:23,935","Then we land at Edwards and I find out that she's run off with this lawyer."
B - Sad,0.5274,"00:02:20,474 --> 00:02:23,935","Then we land at Edwards and I find out that she's run off with this lawyer."
C - Neutral,0.2583,"00:02:20,474 --> 00:02:23,935","Then we land at Edwards and I find out that she's run off with this lawyer."
D - Happy,0.0167,"00:02:20,474 --> 00:02:23,935","Then we land at Edwards and I find out that she's run off with this lawyer."
E - Very Happy,0.0122,"00:02:20,474 --> 00:02:23,935","Then we land at Edwards and I find out that she's run off with this lawyer."
A - Very Sad,0.0011,"00:02:24,186 --> 00:02:26,062","So I packed my car, and I headed to..."
B - Sad,0.0007,"00:02:24,186 --> 00:02:26,062","So I packed my car, and I headed to..."
C - Neutral,0.0039,"00:02:24,186 --> 00:02:26,062","So I packed my car, and I headed to..."
D - Happy,0.5046,"00:02:24,186 --> 00:02:26,062","So I packed my car, and I headed to..."
E - Very Happy,0.4897,"00:02:24,186 --> 00:02:26,062","So I packed my car, and I headed to..."
A - Very Sad,0.0425,"00:02:26,314 --> 00:02:28,982","CONTROL: Tijuana."
B - Sad,0.2081,"00:02:26,314 --> 00:02:28,982","CONTROL: Tijuana."
C - Neutral,0.4529,"00:02:26,314 --> 00:02:28,982","CONTROL: Tijuana."
D - Happy,0.2493,"00:02:26,314 --> 00:02:28,982","CONTROL: Tijuana."
E - Very Happy,0.0472,"00:02:26,314 --> 00:02:28,982","CONTROL: Tijuana."
A - Very Sad,0.0434,"00:02:26,314 --> 00:02:28,982","You've told this story, Kowalski."
B - Sad,0.2823,"00:02:26,314 --> 00:02:28,982","You've told this story, Kowalski."
C - Neutral,0.4968,"00:02:26,314 --> 00:02:28,982","You've told this story, Kowalski."
D - Happy,0.1553,"00:02:26,314 --> 00:02:28,982","You've told this story, Kowalski."
E - Very Happy,0.0222,"00:02:26,314 --> 00:02:28,982","You've told this story, Kowalski."
A - Very Sad,0.0948,"00:02:29,233 --> 00:02:33,111","As Houston recalls, she, uh, took off in your '74 GTO."
B - Sad,0.4459,"00:02:29,233 --> 00:02:33,111","As Houston recalls, she, uh, took off in your '74 GTO."
C - Neutral,0.3704,"00:02:29,233 --> 00:02:33,111","As Houston recalls, she, uh, took off in your '74 GTO."
D - Happy,0.0697,"00:02:29,233 --> 00:02:33,111","As Houston recalls, she, uh, took off in your '74 GTO."
E - Very Happy,0.0191,"00:02:29,233 --> 00:02:33,111","As Houston recalls, she, uh, took off in your '74 GTO."
A - Very Sad,0.0706,"00:02:33,362 --> 00:02:36,698","Engineering requests fuel status on the jetpack prototype."
B - Sad,0.3222,"00:02:33,362 --> 00:02:36,698","Engineering requests fuel status on the jetpack prototype."
C - Neutral,0.3132,"00:02:33,362 --> 00:02:36,698","Engineering requests fuel status on the jetpack prototype."
D - Happy,0.2316,"00:02:33,362 --> 00:02:36,698","Engineering requests fuel status on the jetpack prototype."
E - Very Happy,0.0625,"00:02:33,362 --> 00:02:36,698","Engineering requests fuel status on the jetpack prototype."
A - Very Sad,0.2726,"00:02:36,949 --> 00:02:40,493","KOWALSKI: Five hours off the reservation and I show 30 percent drain."
B - Sad,0.5970,"00:02:36,949 --> 00:02:40,493","KOWALSKI: Five hours off the reservation and I show 30 percent drain."
C - Neutral,0.1050,"00:02:36,949 --> 00:02:40,493","KOWALSKI: Five hours off the reservation and I show 30 percent drain."
D - Happy,0.0118,"00:02:36,949 --> 00:02:40,493","KOWALSKI: Five hours off the reservation and I show 30 percent drain."
E - Very Happy,0.0136,"00:02:36,949 --> 00:02:40,493","KOWALSKI: Five hours off the reservation and I show 30 percent drain."
A - Very Sad,0.0444,"00:02:40,745 --> 00:02:42,370","Give my compliments to Engineering."
B - Sad,0.2005,"00:02:40,745 --> 00:02:42,370","Give my compliments to Engineering."
C - Neutral,0.2726,"00:02:40,745 --> 00:02:42,370","Give my compliments to Engineering."
D - Happy,0.4038,"00:02:40,745 --> 00:02:42,370","Give my compliments to Engineering."
E - Very Happy,0.0788,"00:02:40,745 --> 00:02:42,370","Give my compliments to Engineering."
A - Very Sad,0.0171,"00:02:42,621 --> 00:02:45,206","Except for a slight malfunction in the nulling of the roll axis..."
B - Sad,0.1732,"00:02:42,621 --> 00:02:45,206","Except for a slight malfunction in the nulling of the roll axis..."
C - Neutral,0.6751,"00:02:42,621 --> 00:02:45,206","Except for a slight malfunction in the nulling of the roll axis..."
D - Happy,0.1214,"00:02:42,621 --> 00:02:45,206","Except for a slight malfunction in the nulling of the roll axis..."
E - Very Happy,0.0133,"00:02:42,621 --> 00:02:45,206","Except for a slight malfunction in the nulling of the roll axis..."
A - Very Sad,0.0173,"00:02:45,458 --> 00:02:47,250","...this jetpack is one prime piece of thrust."
B - Sad,0.0345,"00:02:45,458 --> 00:02:47,250","...this jetpack is one prime piece of thrust."
C - Neutral,0.0741,"00:02:45,458 --> 00:02:47,250","...this jetpack is one prime piece of thrust."
D - Happy,0.5858,"00:02:45,458 --> 00:02:47,250","...this jetpack is one prime piece of thrust."
E - Very Happy,0.2884,"00:02:45,458 --> 00:02:47,250","...this jetpack is one prime piece of thrust."
A - Very Sad,0.0992,"00:02:47,501 --> 00:02:49,002","[COUNTRY MUSIC PLAYING INDISTINCTLY OVER RADIO]"
B - Sad,0.5500,"00:02:47,501 --> 00:02:49,002","[COUNTRY MUSIC PLAYING INDISTINCTLY OVER RADIO]"
C - Neutral,0.2574,"00:02:47,501 --> 00:02:49,002","[COUNTRY MUSIC PLAYING INDISTINCTLY OVER RADIO]"
D - Happy,0.0685,"00:02:47,501 --> 00:02:49,002","[COUNTRY MUSIC PLAYING INDISTINCTLY OVER RADIO]"
E - Very Happy,0.0248,"00:02:47,501 --> 00:02:49,002","[COUNTRY MUSIC PLAYING INDISTINCTLY OVER RADIO]"
A - Very Sad,0.0651,"00:02:49,253 --> 00:02:50,628","CONTROL: Engineering says thank you."
B - Sad,0.2735,"00:02:49,253 --> 00:02:50,628","CONTROL: Engineering says thank you."
C - Neutral,0.2767,"00:02:49,253 --> 00:02:50,628","CONTROL: Engineering says thank you."
D - Happy,0.3090,"00:02:49,253 --> 00:02:50,628","CONTROL: Engineering says thank you."
E - Very Happy,0.0756,"00:02:49,253 --> 00:02:50,628","CONTROL: Engineering says thank you."
A - Very Sad,0.1894,"00:02:50,880 --> 00:02:53,214","KOWALSKI: Tell them I still prefer my '67 Corvette, though."
B - Sad,0.5467,"00:02:50,880 --> 00:02:53,214","KOWALSKI: Tell them I still prefer my '67 Corvette, though."
C - Neutral,0.2108,"00:02:50,880 --> 00:02:53,214","KOWALSKI: Tell them I still prefer my '67 Corvette, though."
D - Happy,0.0346,"00:02:50,880 --> 00:02:53,214","KOWALSKI: Tell them I still prefer my '67 Corvette, though."
E - Very Happy,0.0186,"00:02:50,880 --> 00:02:53,214","KOWALSKI: Tell them I still prefer my '67 Corvette, though."
A - Very Sad,0.0987,"00:02:53,466 --> 00:02:56,509","- Speaking of which, did I ever tell you... CONTROL: We know the Corvette story."
B - Sad,0.6593,"00:02:53,466 --> 00:02:56,509","- Speaking of which, did I ever tell you... CONTROL: We know the Corvette story."
C - Neutral,0.2041,"00:02:53,466 --> 00:02:56,509","- Speaking of which, did I ever tell you... CONTROL: We know the Corvette story."
D - Happy,0.0292,"00:02:53,466 --> 00:02:56,509","- Speaking of which, did I ever tell you... CONTROL: We know the Corvette story."
E - Very Happy,0.0086,"00:02:53,466 --> 00:02:56,509","- Speaking of which, did I ever tell you... CONTROL: We know the Corvette story."
A - Very Sad,0.0307,"00:02:56,761 --> 00:02:58,094","KOWALSKI: Even Engineering?"
B - Sad,0.4198,"00:02:56,761 --> 00:02:58,094","KOWALSKI: Even Engineering?"
C - Neutral,0.4860,"00:02:56,761 --> 00:02:58,094","KOWALSKI: Even Engineering?"
D - Happy,0.0560,"00:02:56,761 --> 00:02:58,094","KOWALSKI: Even Engineering?"
E - Very Happy,0.0076,"00:02:56,761 --> 00:02:58,094","KOWALSKI: Even Engineering?"
A - Very Sad,0.0742,"00:02:58,346 --> 00:03:00,221","CONTROL: Especially Engineering."
B - Sad,0.3539,"00:02:58,346 --> 00:03:00,221","CONTROL: Especially Engineering."
C - Neutral,0.3407,"00:02:58,346 --> 00:03:00,221","CONTROL: Especially Engineering."
D - Happy,0.1829,"00:02:58,346 --> 00:03:00,221","CONTROL: Especially Engineering."
E - Very Happy,0.0483,"00:02:58,346 --> 00:03:00,221","CONTROL: Especially Engineering."
A - Very Sad,0.1430,"00:03:01,182 --> 00:03:02,932","We're going to miss you, Matt."
B - Sad,0.7376,"00:03:01,182 --> 00:03:02,932","We're going to miss you, Matt."
C - Neutral,0.0986,"00:03:01,182 --> 00:03:02,932","We're going to miss you, Matt."
D - Happy,0.0142,"00:03:01,182 --> 00:03:02,932","We're going to miss you, Matt."
E - Very Happy,0.0067,"00:03:01,182 --> 00:03:02,932","We're going to miss you, Matt."
A - Very Sad,0.1065,"00:03:03,184 --> 00:03:05,560","STONE: Comms card reboot in progress."
B - Sad,0.5508,"00:03:03,184 --> 00:03:05,560","STONE: Comms card reboot in progress."
C - Neutral,0.2688,"00:03:03,184 --> 00:03:05,560","STONE: Comms card reboot in progress."
D - Happy,0.0538,"00:03:03,184 --> 00:03:05,560","STONE: Comms card reboot in progress."
E - Very Happy,0.0201,"00:03:03,184 --> 00:03:05,560","STONE: Comms card reboot in progress."
A - Very Sad,0.0184,"00:03:05,811 --> 00:03:06,895","CONTROL: Thank you, doctor."
B - Sad,0.0523,"00:03:05,811 --> 00:03:06,895","CONTROL: Thank you, doctor."
C - Neutral,0.1461,"00:03:05,811 --> 00:03:06,895","CONTROL: Thank you, doctor."
D - Happy,0.6279,"00:03:05,811 --> 00:03:06,895","CONTROL: Thank you, doctor."
E - Very Happy,0.1553,"00:03:05,811 --> 00:03:06,895","CONTROL: Thank you, doctor."
